training_completed,business_division,department,engagement_score,tenure,leadership_score,overtime,incidents,duration_elearning,time_in_title,delta_trainings_last_year,risk_of_leaving,leadership_score2,date,id
1,SB,AML,4.0,10.0,3.7824012768410467,57.0,2.0,121.0,25.0,6.0,0.2760704611763075,-2.988682001907099,2019-02-21,3814
1,AM,ZEF,3.0,9.0,7.084512171932649,53.0,1.0,110.0,11.0,4.0,0.6268497666753374,1.6720826883176505,2019-02-21,3815
0,AM,QHA,2.0,13.0,5.705715994269976,42.0,2.0,152.0,18.0,5.0,0.5307633170877748,-0.27401928827534605,2019-03-09,3816
0,AM,GHL,4.0,8.0,5.558955563590354,24.0,1.0,162.0,8.0,5.0,0.6339016025178126,-0.48116431004021587,2019-01-05,3817
1,WM,HDO,3.0,9.0,4.725556293079066,45.0,1.0,101.0,11.0,4.0,0.4957094644180083,-1.6574657778776007,2019-01-06,3818
1,IB,ZEF,3.0,12.0,5.676828847449915,50.0,1.0,172.0,19.0,3.0,0.7271965529519344,-0.3147920539933018,2019-03-10,3819
1,WM,QHA,5.0,3.0,5.371309997622304,37.0,1.0,101.0,19.0,6.0,0.4010361732968963,-0.7460166593181052,2019-01-11,3820
1,IB,ADC,2.0,10.0,7.100874094438238,12.0,1.0,102.0,14.0,5.0,0.6823283267667591,1.695176725162868,2019-01-24,3821
1,AM,ABD,3.0,12.0,4.759292696199837,56.0,1.0,94.0,17.0,4.0,0.5102784356319447,-1.6098485289613995,2019-02-02,3822
1,WM,GLI,4.0,6.0,3.7299576838229913,68.0,1.0,98.0,28.0,6.0,0.14456144708066154,-3.0627035155184066,2019-01-18,3823
1,AM,QHA,3.0,15.0,7.323358503208817,72.0,1.0,80.0,20.0,4.0,0.6626759672650648,2.0092023619350328,2019-01-03,3824
0,IB,NAP,4.0,6.0,4.98884275182636,42.0,1.0,122.0,11.0,5.0,0.4035553052758478,-1.2858500843623577,2019-01-11,3825
0,WM,ADC,3.0,12.0,3.417332000597557,35.0,2.0,154.0,12.0,5.0,0.2872587808448366,-3.503959061417955,2019-02-05,3826
1,IB,NAP,4.0,5.0,7.008951489692138,36.0,1.0,181.0,14.0,4.0,0.7393360581116876,1.565432557251686,2019-03-27,3827
0,AM,QHA,3.0,7.0,6.876872459370366,40.0,2.0,115.0,9.0,6.0,0.6187530356646775,1.3790095992105509,2019-02-24,3828
1,IB,ADC,3.0,11.0,6.1784719524051415,44.0,1.0,38.0,15.0,6.0,0.4929172684072187,0.39325214711011713,2019-01-13,3829
1,IB,ABD,4.0,13.0,6.415310778642282,37.0,2.0,42.0,7.0,4.0,0.41291727540487283,0.7275383275776313,2019-02-05,3830
1,SB,GLI,2.0,12.0,6.330712148836877,48.0,2.0,60.0,12.0,6.0,0.5948908005412151,0.6081315846894612,2019-02-09,3831
0,SB,AML,2.0,15.0,5.1515401596412,63.0,1.0,155.0,19.0,4.0,0.5862197091726792,-1.056210814929687,2019-03-17,3832
1,IB,QHA,2.0,11.0,6.699389568777116,40.0,2.0,116.0,8.0,6.0,0.668580952273014,1.1285013589132218,2019-02-22,3833
1,SB,HDO,4.0,11.0,5.829723255470334,52.0,1.0,76.0,13.0,3.0,0.3646870502727073,-0.0989892294141419,2019-03-25,3834
1,IB,QHA,4.0,7.0,4.40768757423206,40.0,2.0,98.0,14.0,5.0,0.1446515761923572,-2.1061216068297064,2019-01-27,3835
1,IB,NAP,3.0,9.0,7.24624019709492,38.0,2.0,140.0,12.0,4.0,0.5881105915394907,1.900353722526872,2019-03-04,3836
1,SB,GLI,3.0,9.0,7.313072941544105,35.0,1.0,141.0,16.0,4.0,0.7594125844313317,1.9946848050906285,2019-01-17,3837
1,AM,HDO,3.0,10.0,7.60487369905734,52.0,1.0,158.0,8.0,3.0,0.7400320724631979,2.406547007907653,2019-01-05,3838
1,WM,ABD,3.0,8.0,6.875354443052698,33.0,1.0,133.0,14.0,5.0,0.6381151353904149,1.376866994956077,2019-03-03,3839
1,AM,GHL,4.0,9.0,6.779430759839177,56.0,2.0,112.0,12.0,4.0,0.406557781101095,1.2414755045181134,2019-02-24,3840
1,AM,ADC,3.0,10.0,5.75709175478714,51.0,1.0,117.0,15.0,4.0,0.5366839801389044,-0.2015049669338762,2019-03-30,3841
1,WM,NAP,3.0,13.0,3.9384593526919485,28.0,1.0,29.0,8.0,6.0,0.3506999588231821,-2.768413818112465,2019-01-24,3842
1,AM,GHL,3.0,10.0,7.212438995651248,34.0,1.0,61.0,14.0,6.0,0.642746398779112,1.8526450140125643,2019-01-05,3843
1,AM,ZEF,4.0,10.0,3.8183404232532068,30.0,1.0,153.0,22.0,5.0,0.4368937613042388,-2.9379556907939266,2019-01-08,3844
1,WM,POR,3.0,8.0,4.392737200594173,40.0,1.0,122.0,20.0,6.0,0.4049934224712155,-2.127223312911325,2019-03-12,3845
1,AM,ZEF,2.0,9.0,6.297867785722855,42.0,1.0,136.0,12.0,5.0,0.5912489341147522,0.5617734057130075,2019-03-26,3846
1,IB,POR,3.0,7.0,4.9863540168045475,4.0,2.0,83.0,18.0,7.0,0.3844311518015228,-1.2893628096103895,2019-03-29,3847
1,SB,ADC,3.0,12.0,3.887446642629502,35.0,1.0,192.0,17.0,3.0,0.414386646924322,-2.8404157118602313,2019-02-03,3848
1,WM,ABD,3.0,11.0,5.446220815154618,45.0,1.0,72.0,18.0,5.0,0.4049735873334322,-0.6402837798471395,2019-03-13,3849
0,AM,NAP,3.0,9.0,3.105454920656132,49.0,1.0,173.0,10.0,5.0,0.2879307557900319,-3.94415799115168,2019-03-30,3850
1,WM,POR,3.0,12.0,6.553217620660963,34.0,2.0,55.0,10.0,6.0,0.4273983536121466,0.9221869509102038,2019-03-17,3851
1,WM,AML,3.0,9.0,6.224045386502881,38.0,1.0,84.0,17.0,5.0,0.5494500748153393,0.45757677435711774,2019-01-03,3852
1,AM,POR,4.0,13.0,3.954874537716829,34.0,2.0,133.0,24.0,4.0,0.34846170513454333,-2.7452446038800806,2019-03-07,3853
0,SB,GHL,2.0,7.0,7.084193788341855,24.0,2.0,123.0,18.0,7.0,0.5535678477650141,1.6716333057726454,2019-03-14,3854
1,SB,NAP,4.0,15.0,5.905909427741452,39.0,1.0,78.0,17.0,4.0,0.537708764542604,0.00854374960616422,2019-02-24,3855
0,IB,GLI,3.0,11.0,5.896289562115657,28.0,1.0,134.0,22.0,4.0,0.4995601346761535,-0.005034210510216464,2019-02-16,3856
1,AM,ABD,3.0,15.0,6.706908130345702,47.0,1.0,92.0,17.0,3.0,0.6076248269475558,1.1391134332479234,2019-01-05,3857
0,IB,GLI,2.0,15.0,4.168437307516948,36.0,1.0,183.0,16.0,4.0,0.5450552545613117,-2.443811415155091,2019-01-06,3858
1,IB,GHL,3.0,12.0,6.168902742743415,56.0,2.0,148.0,3.0,4.0,0.5626292244754119,0.37974568535832376,2019-02-07,3859
0,WM,HDO,3.0,9.0,4.530578043632081,30.0,1.0,151.0,16.0,5.0,0.40904965043963726,-1.9326678438455063,2019-03-18,3860
1,AM,GLI,3.0,7.0,4.926681322719759,35.0,2.0,117.0,19.0,6.0,0.41743991313040196,-1.3735878385076252,2019-02-22,3861
1,WM,QHA,3.0,4.0,4.119717104182462,33.0,1.0,64.0,14.0,7.0,0.22465691875405402,-2.512577550096068,2019-03-01,3862
0,IB,HDO,3.0,15.0,4.210211640111093,25.0,2.0,171.0,14.0,4.0,0.5342789639016859,-2.3848490300329237,2019-01-08,3863
1,AM,POR,4.0,11.0,6.457578340956217,46.0,2.0,151.0,10.0,2.0,0.4348855436851068,0.7871968818277296,2019-01-22,3864
1,IB,ADC,2.0,10.0,6.724651480741861,39.0,1.0,76.0,11.0,6.0,0.5903409401126121,1.164157286601132,2019-01-13,3865
1,AM,POR,3.0,11.0,5.014266626311864,17.0,1.0,102.0,19.0,5.0,0.42306155605932755,-1.2499655546614101,2019-03-25,3866
1,AM,AML,3.0,13.0,3.900935612884859,30.0,1.0,82.0,7.0,4.0,0.3995349267775058,-2.8213767037012047,2019-02-17,3867
1,AM,ABD,3.0,9.0,5.479196801375081,25.0,1.0,113.0,19.0,5.0,0.4541847977862588,-0.5937398214264434,2019-01-04,3868
0,WM,GHL,3.0,12.0,4.15451652543235,34.0,1.0,140.0,20.0,5.0,0.4586222290287285,-2.4634599041554597,2019-02-02,3869
1,WM,AML,4.0,8.0,7.61579933362466,46.0,1.0,135.0,15.0,3.0,0.6479558133156295,2.421967995702265,2019-03-11,3870
1,WM,NAP,2.0,10.0,7.274338690564224,46.0,1.0,114.0,13.0,5.0,0.6853444548716906,1.9400133434090465,2019-01-10,3871
0,IB,POR,3.0,12.0,3.4178510221918272,50.0,1.0,164.0,16.0,4.0,0.40596309301583655,-3.5032264883467015,2019-03-26,3872
0,SB,POR,3.0,14.0,5.078696575001606,39.0,1.0,160.0,16.0,4.0,0.6605262352636323,-1.1590258983668518,2019-02-10,3873
0,SB,NAP,3.0,13.0,3.732419234878531,56.0,2.0,158.0,7.0,4.0,0.4180559426378541,-3.059229159081772,2019-01-24,3874
1,AM,ZEF,2.0,11.0,6.852108793492724,34.0,1.0,94.0,11.0,5.0,0.6274139598144037,1.344056921002621,2019-03-13,3875
0,WM,ADC,3.0,12.0,3.480650315697687,40.0,2.0,127.0,15.0,5.0,0.36206660826624304,-3.4145884204434576,2019-02-04,3876
1,AM,POR,4.0,11.0,4.5763860694904785,47.0,2.0,135.0,25.0,5.0,0.4197138772246574,-1.8680121020389318,2019-03-21,3877
0,SB,GLI,3.0,11.0,5.371805768215166,57.0,1.0,120.0,14.0,6.0,0.5902017877865304,-0.745316903874671,2019-01-11,3878
0,SB,NAP,3.0,15.0,5.893580320875769,40.0,2.0,135.0,8.0,5.0,0.6800542772933329,-0.008858169277603856,2019-01-05,3879
1,WM,GLI,4.0,9.0,7.618596927187647,35.0,1.0,135.0,14.0,3.0,0.6933291362428062,2.4259166593632444,2019-01-16,3880
1,SB,ZEF,3.0,10.0,7.07810288717411,62.0,1.0,91.0,12.0,5.0,0.6701502069314791,1.6630363028262978,2019-02-15,3881
0,SB,AML,4.0,11.0,4.462319499333429,44.0,2.0,164.0,15.0,4.0,0.4267581140687136,-2.0290113717222344,2019-03-08,3882
1,IB,GLI,3.0,13.0,6.395244706444973,14.0,1.0,101.0,15.0,4.0,0.6444735360638713,0.6992160683501356,2019-03-03,3883
0,IB,GLI,2.0,13.0,6.377787155129822,42.0,2.0,147.0,20.0,5.0,0.5920334051044894,0.6745756061329582,2019-01-16,3884
1,WM,ADC,4.0,10.0,3.919275027332333,36.0,1.0,140.0,17.0,5.0,0.5080190526037405,-2.7954915356945094,2019-02-11,3885
1,WM,QHA,2.0,12.0,5.746944566116619,44.0,1.0,54.0,16.0,5.0,0.41625938187759454,-0.21582721720442577,2019-03-20,3886
1,SB,ABD,4.0,11.0,4.752828461798748,44.0,1.0,83.0,7.0,4.0,0.43212069873990494,-1.6189724731301784,2019-01-29,3887
1,IB,GHL,4.0,8.0,6.069354430753866,48.0,1.0,143.0,10.0,3.0,0.45128984406829437,0.23923821234097742,2019-03-05,3888
1,AM,GLI,2.0,12.0,6.608078609871415,23.0,1.0,116.0,13.0,5.0,0.7119362005031727,0.9996204985729895,2019-01-18,3889
0,WM,AML,2.0,9.0,5.51312689310254,27.0,2.0,153.0,17.0,6.0,0.4753159834874882,-0.5458491907106524,2019-01-30,3890
1,WM,NAP,3.0,9.0,5.962604336491959,22.0,1.0,78.0,14.0,6.0,0.6870326717559604,0.08856578315223851,2019-02-02,3891
1,AM,GLI,4.0,9.0,6.5317313456804165,47.0,1.0,113.0,15.0,4.0,0.49324480598626,0.8918601463493268,2019-02-01,3892
0,IB,NAP,4.0,3.0,5.708523140511715,57.0,1.0,148.0,19.0,5.0,0.4715571925271823,-0.2700571414851698,2019-03-10,3893
1,WM,HDO,3.0,14.0,7.290629185477303,43.0,1.0,79.0,9.0,4.0,0.685877556782327,1.9630065637730356,2019-03-30,3894
0,AM,GLI,2.0,12.0,3.4855429996324143,47.0,1.0,186.0,20.0,5.0,0.5399362452044714,-3.4076826413076615,2019-02-06,3895
1,WM,ABD,3.0,19.0,7.410531455953571,61.0,1.0,99.0,12.0,3.0,0.8460286507653012,2.1322426331443722,2019-01-13,3896
0,WM,GHL,2.0,10.0,5.180577188879127,37.0,3.0,152.0,18.0,6.0,0.34053565648283274,-1.015226497660899,2019-01-07,3897
1,WM,NAP,3.0,9.0,6.957165542367156,37.0,1.0,126.0,18.0,4.0,0.5428751069411188,1.4923392777071116,2019-01-08,3898
0,SB,ABD,3.0,10.0,6.420768172592137,31.0,1.0,151.0,19.0,4.0,0.6228211427693284,0.7352411667099985,2019-03-07,3899
0,IB,GLI,3.0,12.0,6.189815827391706,31.0,2.0,148.0,8.0,4.0,0.5904877208403349,0.40926346037833294,2019-01-25,3900
1,AM,AML,3.0,9.0,6.224438367388375,45.0,1.0,80.0,18.0,5.0,0.5299658386179236,0.4581314472597655,2019-03-03,3901
1,WM,ZEF,3.0,11.0,7.233756397026768,29.0,1.0,47.0,8.0,5.0,0.6186044900276721,1.8827334619099547,2019-03-01,3902
1,WM,GLI,4.0,8.0,3.459697885440712,55.0,2.0,133.0,24.0,6.0,0.2792695948912703,-3.4441617298260288,2019-03-27,3903
0,AM,ADC,3.0,14.0,3.2881350922325505,70.0,2.0,145.0,11.0,6.0,0.4447215251473542,-3.68631404818987,2019-02-14,3904
1,IB,AML,3.0,8.0,5.388996112122069,39.0,1.0,73.0,12.0,6.0,0.4789185730191749,-0.7210535915754965,2019-02-08,3905
1,WM,GLI,3.0,2.0,5.911566055894443,54.0,2.0,41.0,22.0,8.0,0.27221700939179183,0.016527797870678373,2019-01-17,3906
1,WM,GHL,4.0,7.0,7.8105828461194555,37.0,1.0,88.0,23.0,3.0,0.6178921793558824,2.696895200183236,2019-02-05,3907
1,WM,QHA,4.0,9.0,7.9321022353752575,52.0,1.0,152.0,8.0,3.0,0.7092321962866277,2.868413751986872,2019-01-06,3908
1,IB,GLI,3.0,6.0,6.278858855414301,12.0,1.0,78.0,14.0,6.0,0.47351491285823305,0.5349432494899851,2019-01-22,3909
1,IB,HDO,3.0,13.0,6.264023000203315,44.0,1.0,90.0,15.0,3.0,0.6396626019122741,0.5140031804512895,2019-02-15,3910
1,AM,GHL,4.0,9.0,4.320143738801143,50.0,1.0,78.0,12.0,5.0,0.3042311623168469,-2.2296853604364575,2019-03-18,3911
0,IB,ADC,3.0,9.0,4.250405520280524,47.0,2.0,139.0,12.0,6.0,0.41505166123884346,-2.3281173746135764,2019-03-24,3912
1,SB,GLI,3.0,12.0,4.60720904475321,40.0,1.0,82.0,24.0,5.0,0.2903528714571701,-1.8245070111088386,2019-03-28,3913
1,AM,HDO,2.0,17.0,7.875960224918675,41.0,2.0,118.0,4.0,3.0,0.7074802154995026,2.789172106782522,2019-02-12,3914
1,WM,GLI,3.0,9.0,3.779767199894571,51.0,2.0,164.0,21.0,6.0,0.3783975471507222,-2.9923998700264636,2019-02-21,3915
1,AM,HDO,4.0,15.0,4.952405188789415,49.0,2.0,66.0,19.0,4.0,0.39340954157206964,-1.337279885660937,2019-02-25,3916
1,AM,POR,4.0,14.0,4.327090030087668,56.0,1.0,121.0,21.0,4.0,0.4109034266154084,-2.219881017037701,2019-02-11,3917
0,IB,ZEF,4.0,14.0,5.42220196029732,48.0,2.0,176.0,13.0,2.0,0.48901585162021194,-0.6741851944801036,2019-02-19,3918
1,WM,POR,3.0,12.0,5.037660574939341,34.0,1.0,121.0,19.0,5.0,0.5305905219303602,-1.2169461639771204,2019-03-08,3919
1,AM,NAP,4.0,12.0,7.569907108413061,45.0,1.0,122.0,15.0,2.0,0.5425257305994852,2.3571934107117976,2019-02-08,3920
1,WM,HDO,4.0,11.0,3.321517639024477,60.0,1.0,155.0,20.0,4.0,0.394198635835925,-3.6391962498176653,2019-02-15,3921
0,AM,GLI,2.0,9.0,4.149321732759003,21.0,2.0,169.0,7.0,5.0,0.43676864907027024,-2.4707920946948407,2019-03-01,3922
1,IB,AML,2.0,11.0,8.30710990330863,68.0,1.0,52.0,9.0,5.0,0.6874968356284977,3.397718355253054,2019-01-13,3923
1,WM,ZEF,4.0,7.0,6.996328055703217,41.0,2.0,118.0,11.0,5.0,0.45252668660041506,1.547615210325997,2019-02-11,3924
1,AM,ABD,4.0,11.0,7.170204725720365,34.0,1.0,118.0,10.0,3.0,0.6974609351838849,1.79303345029922,2019-02-07,3925
0,SB,POR,3.0,12.0,4.391669607160448,31.0,2.0,143.0,17.0,5.0,0.3399586545096029,-2.12873016774979,2019-02-01,3926
0,IB,ZEF,2.0,11.0,4.488424063666782,45.0,1.0,168.0,16.0,5.0,0.5105918715879089,-1.9921660822804266,2019-01-15,3927
1,SB,GHL,4.0,9.0,4.925494742753786,47.0,1.0,110.0,22.0,5.0,0.44925921831481364,-1.3752626368966667,2019-01-02,3928
1,IB,ABD,3.0,7.0,6.475984900066457,38.0,1.0,52.0,9.0,5.0,0.5270867158646492,0.8131768211741239,2019-02-01,3929
1,AM,GHL,4.0,9.0,3.7300317010221304,47.0,1.0,93.0,15.0,5.0,0.36057439963385796,-3.0625990439366895,2019-03-20,3930
1,IB,AML,4.0,11.0,3.5895165808026515,44.0,1.0,125.0,23.0,5.0,0.3357476405947499,-3.260929121746952,2019-01-17,3931
1,SB,ABD,3.0,11.0,7.671875785967568,41.0,1.0,101.0,9.0,4.0,0.7386772604009918,2.501117108901763,2019-01-25,3932
0,AM,ZEF,3.0,11.0,5.629591429323846,50.0,2.0,116.0,18.0,6.0,0.3587812148511725,-0.38146531163180997,2019-02-22,3933
1,AM,ADC,4.0,8.0,7.310659621266017,58.0,1.0,116.0,12.0,4.0,0.6783617378562389,1.9912785239887327,2019-01-13,3934
1,AM,AML,3.0,14.0,5.965059720108323,34.0,1.0,97.0,20.0,4.0,0.5293433092906743,0.09203143455634866,2019-02-17,3935
1,AM,GLI,2.0,11.0,6.766178427165413,41.0,1.0,133.0,18.0,3.0,0.5916245247625718,1.222770498492786,2019-01-21,3936
1,WM,AML,4.0,14.0,4.377884304869465,52.0,1.0,153.0,18.0,3.0,0.5598105142184394,-2.148187433784494,2019-01-24,3937
1,WM,HDO,3.0,12.0,6.089787437277183,44.0,1.0,131.0,17.0,4.0,0.6227063672485693,0.2680783810526246,2019-02-19,3938
1,IB,ADC,4.0,8.0,6.850519872570558,57.0,1.0,65.0,17.0,4.0,0.4803951451966831,1.3418142384383864,2019-01-22,3939
1,IB,POR,4.0,10.0,5.817960723667017,56.0,1.0,134.0,10.0,3.0,0.5555479854195322,-0.11559145588026043,2019-02-12,3940
1,WM,POR,2.0,11.0,6.760576141718738,61.0,1.0,93.0,13.0,5.0,0.6987245133716201,1.214863152245501,2019-01-21,3941
1,IB,ABD,4.0,11.0,6.817764909145253,37.0,2.0,136.0,13.0,4.0,0.5703095951585746,1.2955822426598096,2019-03-01,3942
1,AM,AML,3.0,11.0,4.837300089593322,56.0,1.0,133.0,15.0,4.0,0.577538864011366,-1.499744987240478,2019-01-31,3943
1,IB,GLI,4.0,12.0,5.786989717814473,24.0,1.0,45.0,16.0,5.0,0.5616444472918113,-0.15930548459832938,2019-02-01,3944
0,WM,ZEF,3.0,9.0,4.839482912856121,47.0,1.0,182.0,14.0,4.0,0.4277829958856205,-1.4966640411694745,2019-01-11,3945
1,WM,ADC,3.0,12.0,6.367100497827128,41.0,1.0,63.0,14.0,4.0,0.5205797308915753,0.6594919228178501,2019-01-23,3946
1,SB,GLI,3.0,11.0,4.55123845132002,39.0,1.0,118.0,22.0,5.0,0.45276501823256027,-1.9035067097416438,2019-03-17,3947
1,AM,POR,4.0,6.0,7.479326244153852,28.0,1.0,142.0,11.0,5.0,0.7476209985300276,2.2293430425194694,2019-03-09,3948
1,SB,ABD,4.0,12.0,6.94112096699087,66.0,1.0,162.0,7.0,1.0,0.5984311940845158,1.4696931604932415,2019-01-23,3949
0,WM,ADC,4.0,10.0,5.584602819503282,48.0,2.0,165.0,8.0,5.0,0.6873390166093155,-0.4449644886054407,2019-03-09,3950
1,IB,ABD,3.0,16.0,5.209886830315632,48.0,1.0,114.0,21.0,4.0,0.5384176280995397,-0.9738574018823565,2019-01-01,3951
1,IB,GHL,3.0,10.0,6.517827421401624,42.0,1.0,123.0,19.0,4.0,0.6728213167746674,0.872235451300327,2019-03-12,3952
0,SB,ABD,4.0,11.0,7.308860387546931,51.0,1.0,193.0,9.0,2.0,0.7902555277395028,1.9887389954102561,2019-03-05,3953
0,WM,AML,3.0,10.0,3.8978313228698944,20.0,2.0,131.0,16.0,5.0,0.34820519451310855,-2.8257582540941573,2019-03-04,3954
0,AM,ABD,3.0,9.0,4.552212088981484,46.0,2.0,139.0,12.0,6.0,0.47544054553116016,-1.902132468785541,2019-02-15,3955
1,AM,ABD,3.0,10.0,6.301209589574237,28.0,1.0,118.0,16.0,4.0,0.6499439727501493,0.5664901950296028,2019-02-26,3956
0,AM,GLI,2.0,13.0,5.0135026716072355,32.0,2.0,151.0,16.0,5.0,0.49060316628101613,-1.2510438385911087,2019-02-19,3957
1,SB,QHA,3.0,6.0,4.534599216042726,38.0,1.0,136.0,12.0,5.0,0.44167786922051816,-1.9269921597209367,2019-02-22,3958
1,IB,POR,3.0,11.0,7.4836892000777455,49.0,1.0,91.0,20.0,4.0,0.6099194052188636,2.235501137011485,2019-03-11,3959
0,AM,AML,3.0,9.0,5.1409548099650575,38.0,1.0,163.0,20.0,5.0,0.5580770347153926,-1.0711515075870963,2019-03-29,3960
1,WM,ZEF,4.0,10.0,6.270742427963629,54.0,1.0,162.0,10.0,2.0,0.5374591510208457,0.5234873173076082,2019-01-05,3961
1,AM,HDO,3.0,13.0,6.739792264607598,33.0,2.0,79.0,19.0,5.0,0.5697214802419727,1.1855277472142633,2019-03-20,3962
0,WM,GHL,2.0,9.0,6.664627994527023,20.0,2.0,128.0,15.0,6.0,0.506286029772955,1.0794371321235365,2019-01-23,3963
0,WM,ADC,3.0,15.0,5.114036148490216,54.0,2.0,135.0,19.0,4.0,0.4156708239188429,-1.1091458545051665,2019-03-25,3964
0,SB,QHA,3.0,13.0,5.271590032508216,52.0,2.0,200.0,9.0,3.0,0.5986801973369588,-0.8867664121519784,2019-01-10,3965
1,IB,ABD,3.0,13.0,6.967635978199824,38.0,1.0,112.0,6.0,3.0,0.5942769439521509,1.5071177752108451,2019-03-10,3966
1,SB,ZEF,2.0,7.0,7.844939500254011,41.0,2.0,76.0,12.0,6.0,0.5857089701995934,2.7453879024430616,2019-01-28,3967
1,SB,ADC,3.0,10.0,5.0579918309245535,39.0,2.0,50.0,12.0,6.0,0.33356502296671214,-1.188249611070718,2019-02-26,3968
0,IB,GHL,4.0,12.0,4.789222296231953,39.0,2.0,207.0,15.0,3.0,0.5110642436563911,-1.5676043925728878,2019-03-28,3969
1,SB,ADC,3.0,10.0,6.573411189593258,49.0,2.0,149.0,9.0,5.0,0.6684279700624453,0.9506891654146179,2019-03-08,3970
0,AM,AML,3.0,9.0,3.8526423679565722,51.0,1.0,194.0,14.0,4.0,0.40143346833278265,-2.8895402081651844,2019-03-07,3971
1,SB,GLI,3.0,10.0,4.5568326573325715,40.0,1.0,95.0,15.0,5.0,0.38472577581478856,-1.8956107672123053,2019-01-20,3972
1,IB,ADC,4.0,16.0,3.1476086013956883,33.0,1.0,164.0,18.0,2.0,0.47710247606747924,-3.8846601750589587,2019-01-27,3973
1,SB,AML,3.0,11.0,4.286574169878023,37.0,1.0,44.0,11.0,6.0,0.2928436309159406,-2.2770671312108766,2019-01-14,3974
0,SB,ZEF,3.0,9.0,6.327056782849178,35.0,1.0,169.0,11.0,4.0,0.6522307733836235,0.602972218070176,2019-03-20,3975
0,SB,POR,4.0,9.0,3.884751012533336,14.0,1.0,151.0,18.0,4.0,0.4284390573822598,-2.844220459177709,2019-02-27,3976
0,AM,AML,3.0,7.0,5.973084529058163,37.0,1.0,133.0,9.0,5.0,0.5393665913319798,0.10335805179830859,2019-01-27,3977
1,IB,POR,3.0,12.0,6.779200073880563,68.0,2.0,94.0,9.0,4.0,0.5397616192056013,1.241149902803154,2019-03-31,3978
1,IB,HDO,3.0,12.0,5.991605727390204,49.0,1.0,76.0,9.0,4.0,0.6163103069938004,0.12949979868359485,2019-02-24,3979
0,WM,HDO,3.0,10.0,4.89276090145567,41.0,2.0,160.0,14.0,5.0,0.47628944676734614,-1.4214648198471123,2019-02-11,3980
1,IB,POR,4.0,10.0,5.872871566262842,47.0,1.0,102.0,16.0,5.0,0.5930249650305256,-0.03808754265265446,2019-03-27,3981
1,AM,POR,3.0,8.0,5.5713870899408935,27.0,1.0,75.0,16.0,6.0,0.40956390386873076,-0.4636178311662562,2019-03-10,3982
1,AM,ZEF,3.0,11.0,8.233897637507336,31.0,1.0,128.0,10.0,4.0,0.8243273897879939,3.294382896760357,2019-01-10,3983
0,IB,ABD,2.0,10.0,4.321671713524263,48.0,1.0,141.0,14.0,6.0,0.48327989277704814,-2.2275287003898003,2019-03-05,3984
1,AM,HDO,3.0,9.0,5.975857496381461,53.0,1.0,132.0,17.0,5.0,0.5562595353395242,0.10727195675128476,2019-03-07,3985
1,WM,AML,3.0,11.0,8.438585075152744,45.0,1.0,106.0,13.0,4.0,0.8590490446319444,3.5832889971970086,2019-03-18,3986
0,WM,POR,3.0,13.0,2.5473184608361716,33.0,2.0,157.0,20.0,5.0,0.28167894836762764,-4.73193974255278,2019-02-03,3987
0,SB,HDO,3.0,8.0,4.0026086331676085,40.0,1.0,150.0,13.0,6.0,0.46269930630705536,-2.677870310991399,2019-01-04,3988
1,IB,GHL,3.0,8.0,4.708940216437041,58.0,1.0,124.0,21.0,6.0,0.3757766725315803,-1.6809185405992695,2019-03-18,3989
1,SB,POR,3.0,11.0,6.626966912708931,47.0,1.0,80.0,8.0,4.0,0.5798248653039415,1.0262803951422497,2019-03-01,3990
1,WM,ADC,4.0,10.0,4.381527957430723,40.0,1.0,137.0,16.0,4.0,0.5935236117941796,-2.143044600081906,2019-03-04,3991
0,AM,NAP,3.0,11.0,6.794040665558176,12.0,2.0,113.0,11.0,6.0,0.5874299820189245,1.2620966571280534,2019-01-02,3992
1,SB,ABD,3.0,11.0,6.823627557781102,30.0,1.0,96.0,12.0,5.0,0.7495168960347915,1.3038570785515353,2019-03-06,3993
1,IB,ZEF,3.0,7.0,4.202989843278021,39.0,1.0,58.0,16.0,6.0,0.18155462422699817,-2.3950422357576584,2019-01-18,3994
1,AM,QHA,3.0,4.0,5.760609574546415,61.0,2.0,52.0,16.0,8.0,0.3258831157380832,-0.19653973994983542,2019-01-09,3995
1,IB,HDO,3.0,9.0,4.218344310906763,34.0,1.0,81.0,18.0,5.0,0.32026955721916184,-2.3733701711799338,2019-03-26,3996
1,IB,HDO,3.0,12.0,4.736673339836429,60.0,1.0,125.0,18.0,4.0,0.5003483172875619,-1.6417746213318543,2019-01-30,3997
1,IB,QHA,3.0,12.0,6.151348636620661,33.0,1.0,41.0,13.0,6.0,0.5601874983218617,0.3549689408501352,2019-01-31,3998
0,IB,QHA,2.0,10.0,7.629338631127126,57.0,2.0,118.0,23.0,6.0,0.5564228250247032,2.441078038258299,2019-01-12,3999
0,IB,ADC,4.0,13.0,3.344382537108194,41.0,1.0,194.0,17.0,3.0,0.42638407697621444,-3.6069235875662,2019-03-09,4000
0,SB,GLI,3.0,5.0,4.743716642358354,35.0,1.0,140.0,18.0,5.0,0.43219660742170884,-1.6318333514170402,2019-01-04,4001
1,WM,ADC,3.0,14.0,4.32944614569262,43.0,1.0,128.0,19.0,4.0,0.48268313174924454,-2.216555477476336,2019-02-28,4002
1,IB,NAP,3.0,10.0,7.16912840215668,55.0,2.0,64.0,12.0,6.0,0.6724980788415557,1.7915142733181149,2019-03-31,4003
